医院名称,医院等级,医院类型,床位数,地址,电话,省份,建立时间,员工数量,年门诊量,数据来源,更新时间,疾病名称,年份,月份,发病人数,死亡人数,治愈人数,病死率,治愈率,统计日期,政策标题,文号,发布日期,政策类型,发布部门,实施日期,政策级别,适用范围,研究标题,研究领域,研究类型,发表期刊,发表年份,发表月份,影响因子,样本量,研究机构,第一作者,通讯作者,基金支持,关键词
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,青光眼,2021.0,6.0,6578.0,298.0,6128.0,4.53,93.16,2021-06-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,青光眼,2021.0,7.0,2298.0,101.0,1916.0,4.4,83.38,2021-07-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,青光眼,2021.0,8.0,17027.0,198.0,12880.0,1.16,75.64,2021-08-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,青光眼,2021.0,9.0,40644.0,150.0,37398.0,0.37,92.01,2021-09-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,青光眼,2021.0,10.0,25929.0,698.0,21569.0,2.69,83.18,2021-10-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,青光眼,2021.0,11.0,36138.0,507.0,28691.0,1.4,79.39,2021-11-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,青光眼,2021.0,12.0,1293.0,23.0,1153.0,1.78,89.17,2021-12-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,近视,2021.0,1.0,43069.0,1097.0,34327.0,2.55,79.7,2021-01-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,近视,2021.0,2.0,30507.0,280.0,22766.0,0.92,74.63,2021-02-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,近视,2021.0,3.0,43440.0,1116.0,37604.0,2.57,86.57,2021-03-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,近视,2021.0,4.0,34171.0,834.0,32071.0,2.44,93.85,2021-04-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,近视,2021.0,5.0,35317.0,1252.0,25600.0,3.55,72.49,2021-05-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,近视,2021.0,6.0,5465.0,40.0,3966.0,0.73,72.57,2021-06-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,近视,2021.0,7.0,1277.0,35.0,949.0,2.74,74.31,2021-07-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,近视,2021.0,8.0,12983.0,121.0,10791.0,0.93,83.12,2021-08-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,近视,2021.0,9.0,26341.0,285.0,20232.0,1.08,76.81,2021-09-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,近视,2021.0,10.0,10613.0,480.0,9774.0,4.52,92.09,2021-10-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,近视,2021.0,11.0,43729.0,628.0,38548.0,1.44,88.15,2021-11-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,近视,2021.0,12.0,11088.0,156.0,9073.0,1.41,81.83,2021-12-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,中耳炎,2021.0,1.0,9196.0,259.0,8141.0,2.82,88.53,2021-01-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,中耳炎,2021.0,2.0,35776.0,1256.0,27026.0,3.51,75.54,2021-02-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,中耳炎,2021.0,3.0,36743.0,1697.0,31138.0,4.62,84.75,2021-03-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,中耳炎,2021.0,4.0,40582.0,828.0,35772.0,2.04,88.15,2021-04-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,中耳炎,2021.0,5.0,49358.0,1025.0,45370.0,2.08,91.92,2021-05-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,中耳炎,2021.0,6.0,11335.0,379.0,10200.0,3.34,89.99,2021-06-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,中耳炎,2021.0,7.0,35767.0,1069.0,31107.0,2.99,86.97,2021-07-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,中耳炎,2021.0,8.0,33191.0,1119.0,27823.0,3.37,83.83,2021-08-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,中耳炎,2021.0,9.0,5022.0,164.0,4607.0,3.27,91.74,2021-09-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,中耳炎,2021.0,10.0,7732.0,221.0,6806.0,2.86,88.02,2021-10-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,中耳炎,2021.0,11.0,38398.0,374.0,28267.0,0.97,73.62,2021-11-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,中耳炎,2021.0,12.0,17502.0,220.0,15405.0,1.26,88.02,2021-12-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,胆结石,2021.0,1.0,33335.0,1407.0,28190.0,4.22,84.57,2021-01-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,胆结石,2021.0,2.0,39644.0,446.0,35691.0,1.13,90.03,2021-02-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,胆结石,2021.0,3.0,3434.0,94.0,2922.0,2.74,85.09,2021-03-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,胆结石,2021.0,4.0,49326.0,395.0,40982.0,0.8,83.08,2021-04-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,胆结石,2021.0,5.0,24732.0,1071.0,22635.0,4.33,91.52,2021-05-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,胆结石,2021.0,6.0,6949.0,72.0,5460.0,1.04,78.57,2021-06-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,胆结石,2021.0,7.0,46705.0,2002.0,42049.0,4.29,90.03,2021-07-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,胆结石,2021.0,8.0,31595.0,1374.0,29252.0,4.35,92.58,2021-08-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,胆结石,2021.0,9.0,8223.0,37.0,7460.0,0.45,90.72,2021-09-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,胆结石,2021.0,10.0,1516.0,34.0,1221.0,2.24,80.54,2021-10-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,胆结石,2021.0,11.0,41324.0,1878.0,31155.0,4.54,75.39,2021-11-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,胆结石,2021.0,12.0,29455.0,1325.0,23062.0,4.5,78.3,2021-12-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,肾结石,2021.0,1.0,25263.0,1105.0,19604.0,4.37,77.6,2021-01-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,肾结石,2021.0,2.0,23495.0,694.0,22158.0,2.95,94.31,2021-02-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,肾结石,2021.0,3.0,49251.0,1166.0,35972.0,2.37,73.04,2021-03-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,肾结石,2021.0,4.0,28191.0,1062.0,26152.0,3.77,92.77,2021-04-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,肾结石,2021.0,5.0,16257.0,635.0,14336.0,3.91,88.18,2021-05-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,肾结石,2021.0,6.0,49238.0,1225.0,38866.0,2.49,78.93,2021-06-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,肾结石,2021.0,7.0,42725.0,2010.0,33719.0,4.7,78.92,2021-07-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,肾结石,2021.0,8.0,16325.0,57.0,13601.0,0.35,83.31,2021-08-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,肾结石,2021.0,9.0,6946.0,284.0,6142.0,4.09,88.42,2021-09-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,肾结石,2021.0,10.0,29459.0,1244.0,23748.0,4.22,80.61,2021-10-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,肾结石,2021.0,11.0,23963.0,590.0,19716.0,2.46,82.28,2021-11-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,肾结石,2021.0,12.0,31742.0,536.0,29826.0,1.69,93.96,2021-12-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,高血压,2022.0,1.0,15801.0,330.0,11360.0,2.09,71.89,2022-01-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,高血压,2022.0,2.0,46864.0,132.0,36087.0,0.28,77.0,2022-02-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,高血压,2022.0,3.0,6876.0,316.0,5992.0,4.6,87.14,2022-03-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,高血压,2022.0,4.0,46699.0,720.0,36166.0,1.54,77.44,2022-04-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,高血压,2022.0,5.0,6127.0,114.0,4537.0,1.86,74.05,2022-05-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,高血压,2022.0,6.0,15392.0,82.0,12793.0,0.53,83.11,2022-06-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,高血压,2022.0,7.0,4452.0,67.0,3806.0,1.5,85.49,2022-07-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,高血压,2022.0,8.0,3783.0,157.0,2793.0,4.15,73.83,2022-08-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,高血压,2022.0,9.0,11175.0,149.0,8738.0,1.33,78.19,2022-09-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,高血压,2022.0,10.0,13744.0,276.0,11268.0,2.01,81.98,2022-10-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,高血压,2022.0,11.0,23949.0,840.0,19975.0,3.51,83.41,2022-11-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,高血压,2022.0,12.0,45983.0,2292.0,34536.0,4.98,75.11,2022-12-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,糖尿病,2022.0,1.0,15184.0,170.0,13336.0,1.12,87.83,2022-01-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,糖尿病,2022.0,2.0,20888.0,292.0,15374.0,1.4,73.6,2022-02-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,糖尿病,2022.0,3.0,28175.0,437.0,24612.0,1.55,87.35,2022-03-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,糖尿病,2022.0,4.0,49392.0,637.0,46706.0,1.29,94.56,2022-04-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,糖尿病,2022.0,5.0,40465.0,1377.0,36394.0,3.4,89.94,2022-05-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,糖尿病,2022.0,6.0,19595.0,48.0,16023.0,0.24,81.77,2022-06-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,糖尿病,2022.0,7.0,47727.0,1892.0,43953.0,3.96,92.09,2022-07-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,糖尿病,2022.0,8.0,24687.0,971.0,21923.0,3.93,88.8,2022-08-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,糖尿病,2022.0,9.0,37115.0,117.0,33283.0,0.32,89.68,2022-09-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,糖尿病,2022.0,10.0,15771.0,333.0,13316.0,2.11,84.43,2022-10-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,糖尿病,2022.0,11.0,10226.0,282.0,8756.0,2.76,85.62,2022-11-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,糖尿病,2022.0,12.0,31933.0,3.0,29715.0,0.01,93.05,2022-12-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,冠心病,2022.0,1.0,13987.0,81.0,10974.0,0.58,78.46,2022-01-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,冠心病,2022.0,2.0,45640.0,1427.0,32984.0,3.13,72.27,2022-02-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,冠心病,2022.0,3.0,36388.0,780.0,26409.0,2.14,72.58,2022-03-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,冠心病,2022.0,4.0,20493.0,977.0,14844.0,4.77,72.43,2022-04-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,冠心病,2022.0,5.0,30657.0,1448.0,23737.0,4.72,77.43,2022-05-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,冠心病,2022.0,6.0,1369.0,62.0,1280.0,4.53,93.5,2022-06-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,冠心病,2022.0,7.0,16113.0,564.0,11779.0,3.5,73.1,2022-07-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,冠心病,2022.0,8.0,13473.0,421.0,12073.0,3.12,89.61,2022-08-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,冠心病,2022.0,9.0,46482.0,335.0,37799.0,0.72,81.32,2022-09-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,冠心病,2022.0,10.0,10926.0,61.0,9350.0,0.56,85.58,2022-10-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,冠心病,2022.0,11.0,10480.0,169.0,8359.0,1.61,79.76,2022-11-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,冠心病,2022.0,12.0,19431.0,679.0,16540.0,3.49,85.12,2022-12-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,脑卒中,2022.0,1.0,21278.0,794.0,15290.0,3.73,71.86,2022-01-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,脑卒中,2022.0,2.0,22391.0,537.0,19681.0,2.4,87.9,2022-02-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,脑卒中,2022.0,3.0,41866.0,292.0,37688.0,0.7,90.02,2022-03-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,脑卒中,2022.0,4.0,5673.0,282.0,4019.0,4.97,70.84,2022-04-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,脑卒中,2022.0,5.0,36189.0,737.0,32058.0,2.04,88.58,2022-05-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,脑卒中,2022.0,6.0,10838.0,337.0,8498.0,3.11,78.41,2022-06-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,脑卒中,2022.0,7.0,11290.0,461.0,10602.0,4.08,93.91,2022-07-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,脑卒中,2022.0,8.0,47458.0,1515.0,33931.0,3.19,71.5,2022-08-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,脑卒中,2022.0,9.0,19373.0,103.0,17453.0,0.53,90.09,2022-09-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,脑卒中,2022.0,10.0,13373.0,602.0,9952.0,4.5,74.42,2022-10-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,脑卒中,2022.0,11.0,20579.0,170.0,18223.0,0.83,88.55,2022-11-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,脑卒中,2022.0,12.0,41443.0,1163.0,31429.0,2.81,75.84,2022-12-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,恶性肿瘤,2022.0,1.0,48408.0,1675.0,33885.0,3.46,70.0,2022-01-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,恶性肿瘤,2022.0,2.0,28024.0,677.0,20029.0,2.42,71.47,2022-02-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,恶性肿瘤,2022.0,3.0,15774.0,612.0,12824.0,3.88,81.3,2022-03-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,恶性肿瘤,2022.0,4.0,24509.0,643.0,18622.0,2.62,75.98,2022-04-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,恶性肿瘤,2022.0,5.0,19073.0,723.0,15825.0,3.79,82.97,2022-05-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,恶性肿瘤,2022.0,6.0,8642.0,350.0,6736.0,4.05,77.94,2022-06-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,恶性肿瘤,2022.0,7.0,9595.0,93.0,7431.0,0.97,77.45,2022-07-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,恶性肿瘤,2022.0,8.0,18973.0,231.0,14740.0,1.22,77.69,2022-08-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,恶性肿瘤,2022.0,9.0,22906.0,1109.0,20809.0,4.84,90.85,2022-09-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,恶性肿瘤,2022.0,10.0,8350.0,171.0,6196.0,2.05,74.2,2022-10-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,恶性肿瘤,2022.0,11.0,19217.0,445.0,14737.0,2.32,76.69,2022-11-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,恶性肿瘤,2022.0,12.0,17120.0,331.0,15547.0,1.93,90.81,2022-12-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,慢性阻塞性肺疾病,2022.0,1.0,46154.0,1523.0,36455.0,3.3,78.99,2022-01-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,慢性阻塞性肺疾病,2022.0,2.0,37612.0,1689.0,31668.0,4.49,84.2,2022-02-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,慢性阻塞性肺疾病,2022.0,3.0,42759.0,1542.0,36277.0,3.61,84.84,2022-03-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,慢性阻塞性肺疾病,2022.0,4.0,46838.0,1274.0,44330.0,2.72,94.65,2022-04-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,慢性阻塞性肺疾病,2022.0,5.0,35596.0,1288.0,31273.0,3.62,87.86,2022-05-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,慢性阻塞性肺疾病,2022.0,6.0,41532.0,2036.0,32350.0,4.9,77.89,2022-06-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,慢性阻塞性肺疾病,2022.0,7.0,49225.0,355.0,35093.0,0.72,71.29,2022-07-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,慢性阻塞性肺疾病,2022.0,8.0,38711.0,1295.0,34765.0,3.35,89.81,2022-08-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,慢性阻塞性肺疾病,2022.0,9.0,32246.0,100.0,24504.0,0.31,75.99,2022-09-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,慢性阻塞性肺疾病,2022.0,10.0,30727.0,846.0,22371.0,2.75,72.81,2022-10-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,慢性阻塞性肺疾病,2022.0,11.0,48814.0,1058.0,43045.0,2.17,88.18,2022-11-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,慢性阻塞性肺疾病,2022.0,12.0,1910.0,60.0,1410.0,3.14,73.82,2022-12-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,慢性肾病,2022.0,1.0,25453.0,812.0,18807.0,3.19,73.89,2022-01-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,慢性肾病,2022.0,2.0,1927.0,30.0,1768.0,1.56,91.75,2022-02-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,慢性肾病,2022.0,3.0,44467.0,843.0,33911.0,1.9,76.26,2022-03-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,慢性肾病,2022.0,4.0,40123.0,147.0,36727.0,0.37,91.54,2022-04-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,慢性肾病,2022.0,5.0,44280.0,268.0,31887.0,0.61,72.01,2022-05-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,慢性肾病,2022.0,6.0,16594.0,397.0,12451.0,2.39,75.03,2022-06-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,慢性肾病,2022.0,7.0,47455.0,1699.0,36883.0,3.58,77.72,2022-07-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,慢性肾病,2022.0,8.0,37735.0,509.0,32339.0,1.35,85.7,2022-08-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,慢性肾病,2022.0,9.0,27175.0,1240.0,25394.0,4.56,93.45,2022-09-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,慢性肾病,2022.0,10.0,48830.0,1996.0,34940.0,4.09,71.55,2022-10-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,慢性肾病,2022.0,11.0,34688.0,1570.0,28942.0,4.53,83.44,2022-11-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,慢性肾病,2022.0,12.0,4204.0,82.0,3540.0,1.95,84.21,2022-12-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,肝炎,2022.0,1.0,31779.0,419.0,24817.0,1.32,78.09,2022-01-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,肝炎,2022.0,2.0,38462.0,8.0,31999.0,0.02,83.2,2022-02-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,肝炎,2022.0,3.0,45603.0,1971.0,42178.0,4.32,92.49,2022-03-01,,,,,,,,,,,,,,,,,,,,,
